Año	Mes	Dia	DiaSemana	Hora	Minuto	Cuenta	A/N
2018	7	12	3	       	3	10	1001	Anomalia
2018	7	12	3	       	3	20	499	Normal
2018	7	12	3	       	3	30	497	Normal
2018	7	12	3	       	3	40	500	Normal
2018	7	12	3	       	3	50	498	Normal
2018	7	12	3	       	4	0	498	Normal
2018	7	12	3	       	4	10	498	Normal
2018	7	12	3	       	4	20	501	Normal
2018	7	12	3	       	4	30	499	Normal
2018	7	12	3	       	4	40	499	Normal
2018	7	12	3	       	4	50	501	Normal
2018	7	12	3	       	5	0	500	Normal
2018	7	12	3	       	5	10	498	Normal
2018	7	12	3	       	5	20	501	Normal
2018	7	12	3	       	5	30	502	Normal
2018	7	12	3	       	5	40	999	Anomalia
2018	7	12	3	       	5	50	501	Normal
2018	7	12	3	       	6	0	498	Normal
2018	7	12	3	       	6	10	502	Normal
2018	7	12	3	       	6	20	500	Normal
2018	7	12	3	       	6	30	501	Normal
2018	7	12	3	       	6	40	502	Normal
2018	7	12	3	       	6	50	499	Normal
2018	7	12	3	       	7	0	1001	Normal
2018	7	12	3	       	7	10	996	Normal
2018	7	12	3	       	7	20	998	Normal
2018	7	12	3	       	7	30	998	Normal
2018	7	12	3	       	7	40	998	Normal
2018	7	12	3	       	7	50	1003	Normal
2018	7	12	3	       	8	0	1002	Normal
2018	7	12	3	       	8	10	1003	Normal
2018	7	12	3	       	8	20	1001	Normal
2018	7	12	3	       	8	30	1001	Normal
2018	7	12	3	       	8	40	1000	Normal
2018	7	12	3	       	8	50	999	Normal
2018	7	12	3	       	9	0	1000	Normal
2018	7	12	3	       	9	10	998	Normal
2018	7	12	3	       	9	20	1000	Normal
2018	7	12	3	       	9	30	1000	Normal
2018	7	12	3	       	9	40	1002	Normal
2018	7	12	3	       	9	50	1001	Normal
2018	7	12	3	       	10	0	1001	Normal
2018	7	12	3	       	10	10	998	Normal
2018	7	12	3	       	10	20	1001	Normal
2018	7	12	3	       	10	30	998	Normal
2018	7	12	3	       	10	40	998	Normal
2018	7	12	3	       	10	50	1000	Normal
2018	7	12	3	       	11	0	1000	Normal
2018	7	12	3	       	11	10	998	Normal
2018	7	12	3	       	11	20	1002	Normal
2018	7	12	3	       	11	30	999	Normal
2018	7	12	3	       	11	40	1001	Normal
2018	7	12	3	       	11	50	999	Normal
2018	7	12	3	       	12	0	997	Normal
2018	7	12	3	       	12	10	1003	Normal
2018	7	12	3	       	12	20	999	Normal
2018	7	12	3	       	12	30	1002	Normal
2018	7	12	3	       	12	40	1002	Normal
2018	7	12	3	       	12	50	997	Normal
2018	7	12	3	       	13	0	1000	Normal
2018	7	12	3	       	13	10	1005	Normal
2018	7	12	3	       	13	20	999	Normal
2018	7	12	3	       	13	30	998	Normal
2018	7	12	3	       	13	40	1001	Normal
2018	7	12	3	       	13	50	1001	Normal
2018	7	12	3	       	14	0	1004	Normal
2018	7	12	3	       	14	10	999	Normal
2018	7	12	3	       	14	20	999	Normal
2018	7	12	3	       	14	30	998	Normal
2018	7	12	3	       	14	40	999	Normal
2018	7	12	3	       	14	50	1002	Normal
2018	7	12	3	       	15	0	994	Normal
2018	7	12	3	       	15	10	998	Normal
2018	7	12	3	       	15	20	996	Normal
2018	7	12	3	       	15	30	997	Normal
2018	7	12	3	       	15	40	998	Normal
2018	7	12	3	       	15	50	996	Normal
2018	7	12	3	       	16	0	1002	Normal
2018	7	12	3	       	16	10	1001	Normal
2018	7	12	3	       	16	20	1003	Normal
2018	7	12	3	       	16	30	1003	Normal
2018	7	12	3	       	16	40	997	Normal
2018	7	12	3	       	16	50	994	Normal
2018	7	12	3	       	17	0	999	Normal
2018	7	12	3	       	17	10	999	Normal
2018	7	12	3	       	17	20	1003	Normal
2018	7	12	3	       	17	30	998	Normal
2018	7	12	3	       	17	40	995	Normal
2018	7	12	3	       	17	50	998	Normal
2018	7	12	3	       	18	0	500	Normal
2018	7	12	3	       	18	10	499	Normal
2018	7	12	3	       	18	20	500	Normal
2018	7	12	3	       	18	30	500	Normal
2018	7	12	3	       	18	40	500	Normal
2018	7	12	3	       	18	50	498	Normal
2018	7	12	3	       	19	0	501	Normal
2018	7	12	3	       	19	10	499	Normal
2018	7	12	3	       	19	20	501	Normal
2018	7	12	3	       	19	30	497	Normal
2018	7	12	3	       	19	40	500	Normal
2018	7	12	3	       	19	50	499	Normal
2018	7	12	3	       	20	0	501	Normal
2018	7	12	3	       	20	10	499	Normal
2018	7	12	3	       	20	20	501	Normal
2018	7	12	3	       	20	30	498	Normal
2018	7	12	3	       	20	40	500	Normal
2018	7	12	3	       	20	50	499	Normal
2018	7	12	3	       	21	0	499	Normal
2018	7	12	3	       	21	10	500	Normal
2018	7	12	3	       	21	20	501	Normal
2018	7	12	3	       	21	30	500	Normal
2018	7	12	3	       	21	40	499	Normal
2018	7	12	3	       	21	50	502	Normal
2018	7	12	3	       	22	0	501	Normal
2018	7	12	3	       	22	10	501	Normal
2018	7	12	3	       	22	20	501	Normal
2018	7	12	3	       	22	30	500	Normal
2018	7	12	3	       	22	40	498	Normal
2018	7	12	3	       	22	50	501	Normal
2018	7	12	3	       	23	0	498	Normal
2018	7	12	3	       	23	10	498	Normal
2018	7	12	3	       	23	20	500	Normal
2018	7	12	3	       	23	30	499	Normal
2018	7	12	3	       	23	40	499	Normal
2018	7	12	3	       	23	50	501	Normal
2018	7	13	4	       	0	0	498	Normal
2018	7	13	4	       	0	10	501	Normal
2018	7	13	4	       	0	20	499	Normal
2018	7	13	4	       	0	30	501	Normal
2018	7	13	4	       	0	40	498	Normal
2018	7	13	4	       	0	50	501	Normal
2018	7	13	4	       	1	0	499	Normal
2018	7	13	4	       	1	10	500	Normal
2018	7	13	4	       	1	20	498	Normal
2018	7	13	4	       	1	30	500	Normal
2018	7	13	4	       	1	40	500	Normal
2018	7	13	4	       	1	50	499	Normal
2018	7	13	4	       	2	0	501	Normal
2018	7	13	4	       	2	10	500	Normal
2018	7	13	4	       	2	20	501	Normal
2018	7	13	4	       	2	30	502	Normal
2018	7	13	4	       	2	40	500	Normal
2018	7	13	4	       	2	50	501	Normal
2018	7	13	4	       	3	0	499	Normal
2018	7	13	4	       	3	10	502	Normal
2018	7	13	4	       	3	20	498	Normal
2018	7	13	4	       	3	30	499	Normal
2018	7	13	4	       	3	40	501	Normal
2018	7	13	4	       	3	50	500	Normal
2018	7	13	4	       	4	0	499	Normal
2018	7	13	4	       	4	10	499	Normal
2018	7	13	4	       	4	20	501	Normal
2018	7	13	4	       	4	30	499	Normal
2018	7	13	4	       	4	40	501	Normal
2018	7	13	4	       	4	50	498	Normal
2018	7	13	4	       	5	0	499	Normal
2018	7	13	4	       	5	10	501	Normal
2018	7	13	4	       	5	20	501	Normal
2018	7	13	4	       	5	30	500	Normal
2018	7	13	4	       	5	40	500	Normal
2018	7	13	4	       	5	50	499	Normal
2018	7	13	4	       	6	0	501	Normal
2018	7	13	4	       	6	10	500	Normal
2018	7	13	4	       	6	20	500	Normal
2018	7	13	4	       	6	30	498	Normal
2018	7	13	4	       	6	40	501	Normal
2018	7	13	4	       	6	50	499	Normal
2018	7	13	4	       	7	0	1001	Normal
2018	7	13	4	       	7	10	1003	Normal
2018	7	13	4	       	7	20	1003	Normal
2018	7	13	4	       	7	30	1000	Normal
2018	7	13	4	       	7	40	1001	Normal
2018	7	13	4	       	7	50	2006	Anomalia
2018	7	13	4	       	8	0	998	Normal
2018	7	13	4	       	8	10	1002	Normal
2018	7	13	4	       	8	20	1004	Normal
2018	7	13	4	       	8	30	1001	Normal
2018	7	13	4	       	8	40	999	Normal
2018	7	13	4	       	8	50	998	Normal
2018	7	13	4	       	9	0	1003	Normal
2018	7	13	4	       	9	10	1001	Normal
2018	7	13	4	       	9	20	998	Normal
2018	7	13	4	       	9	30	999	Normal
2018	7	13	4	       	9	40	998	Normal
2018	7	13	4	       	9	50	998	Normal
2018	7	13	4	       	10	0	999	Normal
2018	7	13	4	       	10	10	1003	Normal
2018	7	13	4	       	10	20	995	Normal
2018	7	13	4	       	10	30	998	Normal
2018	7	13	4	       	10	40	998	Normal
2018	7	13	4	       	10	50	996	Normal
2018	7	13	4	       	11	0	996	Normal
2018	7	13	4	       	11	10	1003	Normal
2018	7	13	4	       	11	20	1004	Normal
2018	7	13	4	       	11	30	1001	Normal
2018	7	13	4	       	11	40	1002	Normal
2018	7	13	4	       	11	50	1001	Normal
2018	7	13	4	       	12	0	998	Normal
2018	7	13	4	       	12	10	999	Normal
2018	7	13	4	       	12	20	997	Normal
2018	7	13	4	       	12	30	999	Normal
2018	7	13	4	       	12	40	997	Normal
2018	7	13	4	       	12	50	1003	Normal
2018	7	13	4	       	13	0	1000	Normal
2018	7	13	4	       	13	10	998	Normal
2018	7	13	4	       	13	20	1002	Normal
2018	7	13	4	       	13	30	1003	Normal
2018	7	13	4	       	13	40	997	Normal
2018	7	13	4	       	13	50	995	Normal
2018	7	13	4	       	14	0	999	Normal
2018	7	13	4	       	14	10	1003	Normal
2018	7	13	4	       	14	20	997	Normal
2018	7	13	4	       	14	30	997	Normal
2018	7	13	4	       	14	40	1001	Normal
2018	7	13	4	       	14	50	1002	Normal
2018	7	13	4	       	15	0	1003	Normal
2018	7	13	4	       	15	10	999	Normal
2018	7	13	4	       	15	20	1003	Normal
2018	7	13	4	       	15	30	998	Normal
2018	7	13	4	       	15	40	1001	Normal
2018	7	13	4	       	15	50	1001	Normal
2018	7	13	4	       	16	0	1006	Normal
2018	7	13	4	       	16	10	997	Normal
2018	7	13	4	       	16	20	999	Normal
2018	7	13	4	       	16	30	998	Normal
2018	7	13	4	       	16	40	999	Normal
2018	7	13	4	       	16	50	999	Normal
2018	7	13	4	       	17	0	997	Normal
2018	7	13	4	       	17	10	1001	Normal
2018	7	13	4	       	17	20	998	Normal
2018	7	13	4	       	17	30	999	Normal
2018	7	13	4	       	17	40	996	Normal
2018	7	13	4	       	17	50	1003	Normal
2018	7	13	4	       	18	0	499	Normal
2018	7	13	4	       	18	10	499	Normal
2018	7	13	4	       	18	20	500	Normal
2018	7	13	4	       	18	30	498	Normal
2018	7	13	4	       	18	40	501	Normal
2018	7	13	4	       	18	50	499	Normal
2018	7	13	4	       	19	0	498	Normal
2018	7	13	4	       	19	10	498	Normal
2018	7	13	4	       	19	20	499	Normal
2018	7	13	4	       	19	30	498	Normal
2018	7	13	4	       	19	40	498	Normal
2018	7	13	4	       	19	50	500	Normal
2018	7	13	4	       	20	0	499	Normal
2018	7	13	4	       	20	10	500	Normal
2018	7	13	4	       	20	20	499	Normal
2018	7	13	4	       	20	30	500	Normal
2018	7	13	4	       	20	40	497	Normal
2018	7	13	4	       	20	50	498	Normal
2018	7	13	4	       	21	0	501	Normal
2018	7	13	4	       	21	10	501	Normal
2018	7	13	4	       	21	20	501	Normal
2018	7	13	4	       	21	30	499	Normal
2018	7	13	4	       	21	40	501	Normal
2018	7	13	4	       	21	50	501	Normal
2018	7	13	4	       	22	0	500	Normal
2018	7	13	4	       	22	10	502	Normal
2018	7	13	4	       	22	20	499	Normal
2018	7	13	4	       	22	30	500	Normal
2018	7	13	4	       	22	40	499	Normal
2018	7	13	4	       	22	50	501	Normal
2018	7	13	4	       	23	0	498	Normal
2018	7	13	4	       	23	10	500	Normal
2018	7	13	4	       	23	20	499	Normal
2018	7	13	4	       	23	30	500	Normal
2018	7	13	4	       	23	40	500	Normal
2018	7	13	4	       	23	50	501	Normal
2018	7	14	5	       	0	0	598	Normal
2018	7	14	5	       	0	10	598	Normal
2018	7	14	5	       	0	20	599	Normal
2018	7	14	5	       	0	30	598	Normal
2018	7	14	5	       	0	40	602	Normal
2018	7	14	5	       	0	50	598	Normal
2018	7	14	5	       	1	0	598	Normal
2018	7	14	5	       	1	10	600	Normal
2018	7	14	5	       	1	20	600	Normal
2018	7	14	5	       	1	30	600	Normal
2018	7	14	5	       	1	40	599	Normal
2018	7	14	5	       	1	50	601	Normal
2018	7	14	5	       	2	0	600	Normal
2018	7	14	5	       	2	10	600	Normal
2018	7	14	5	       	2	20	601	Normal
2018	7	14	5	       	2	30	598	Normal
2018	7	14	5	       	2	40	601	Normal
2018	7	14	5	       	2	50	600	Normal
2018	7	14	5	       	3	0	597	Normal
2018	7	14	5	       	3	10	599	Normal
2018	7	14	5	       	3	20	601	Normal
2018	7	14	5	       	3	30	599	Normal
2018	7	14	5	       	3	40	598	Normal
2018	7	14	5	       	3	50	601	Normal
2018	7	14	5	       	4	0	601	Normal
2018	7	14	5	       	4	10	598	Normal
2018	7	14	5	       	4	20	600	Normal
2018	7	14	5	       	4	30	601	Normal
2018	7	14	5	       	4	40	597	Normal
2018	7	14	5	       	4	50	601	Normal
2018	7	14	5	       	5	0	602	Normal
2018	7	14	5	       	5	10	599	Normal
2018	7	14	5	       	5	20	598	Normal
2018	7	14	5	       	5	30	601	Normal
2018	7	14	5	       	5	40	600	Normal
2018	7	14	5	       	5	50	599	Normal
2018	7	14	5	       	6	0	600	Normal
2018	7	14	5	       	6	10	597	Normal
2018	7	14	5	       	6	20	599	Normal
2018	7	14	5	       	6	30	601	Normal
2018	7	14	5	       	6	40	601	Normal
2018	7	14	5	       	6	50	601	Normal
2018	7	14	5	       	7	0	598	Normal
2018	7	14	5	       	7	10	598	Normal
2018	7	14	5	       	7	20	599	Normal
2018	7	14	5	       	7	30	601	Normal
2018	7	14	5	       	7	40	598	Normal
2018	7	14	5	       	7	50	598	Normal
2018	7	14	5	       	8	0	601	Normal
2018	7	14	5	       	8	10	604	Normal
2018	7	14	5	       	8	20	601	Normal
2018	7	14	5	       	8	30	600	Normal
2018	7	14	5	       	8	40	600	Normal
2018	7	14	5	       	8	50	599	Normal
2018	7	14	5	       	9	0	602	Normal
2018	7	14	5	       	9	10	601	Normal
2018	7	14	5	       	9	20	601	Normal
2018	7	14	5	       	9	30	601	Normal
2018	7	14	5	       	9	40	600	Normal
2018	7	14	5	       	9	50	600	Normal
2018	7	14	5	       	10	0	603	Normal
2018	7	14	5	       	10	10	601	Normal
2018	7	14	5	       	10	20	600	Normal
2018	7	14	5	       	10	30	599	Normal
2018	7	14	5	       	10	40	601	Normal
2018	7	14	5	       	10	50	598	Normal
2018	7	14	5	       	11	0	601	Normal
2018	7	14	5	       	11	10	600	Normal
2018	7	14	5	       	11	20	600	Normal
2018	7	14	5	       	11	30	600	Normal
2018	7	14	5	       	11	40	600	Normal
2018	7	14	5	       	11	50	599	Normal
2018	7	14	5	       	12	0	602	Normal
2018	7	14	5	       	12	10	601	Normal
2018	7	14	5	       	12	20	599	Normal
2018	7	14	5	       	12	30	598	Normal
2018	7	14	5	       	12	40	598	Normal
2018	7	14	5	       	12	50	601	Normal
2018	7	14	5	       	13	0	603	Normal
2018	7	14	5	       	13	10	598	Normal
2018	7	14	5	       	13	20	598	Normal
2018	7	14	5	       	13	30	598	Normal
2018	7	14	5	       	13	40	602	Normal
2018	7	14	5	       	13	50	601	Normal
2018	7	14	5	       	14	0	597	Normal
2018	7	14	5	       	14	10	598	Normal
2018	7	14	5	       	14	20	598	Normal
2018	7	14	5	       	14	30	598	Normal
2018	7	14	5	       	14	40	598	Normal
2018	7	14	5	       	14	50	597	Normal
2018	7	14	5	       	15	0	600	Normal
2018	7	14	5	       	15	10	600	Normal
2018	7	14	5	       	15	20	600	Normal
2018	7	14	5	       	15	30	598	Normal
2018	7	14	5	       	15	40	598	Normal
2018	7	14	5	       	15	50	598	Normal
2018	7	14	5	       	16	0	596	Normal
2018	7	14	5	       	16	10	600	Normal
2018	7	14	5	       	16	20	601	Normal
2018	7	14	5	       	16	30	597	Normal
2018	7	14	5	       	16	40	598	Normal
2018	7	14	5	       	16	50	598	Normal
2018	7	14	5	       	17	0	601	Normal
2018	7	14	5	       	17	10	599	Normal
2018	7	14	5	       	17	20	603	Normal
2018	7	14	5	       	17	30	598	Normal
2018	7	14	5	       	17	40	1196	Anomalia
2018	7	14	5	       	17	50	603	Normal
2018	7	14	5	       	18	0	598	Normal
2018	7	14	5	       	18	10	601	Normal
2018	7	14	5	       	18	20	599	Normal
2018	7	14	5	       	18	30	601	Normal
2018	7	14	5	       	18	40	601	Normal
2018	7	14	5	       	18	50	600	Normal
2018	7	14	5	       	19	0	600	Normal
2018	7	14	5	       	19	10	601	Normal
2018	7	14	5	       	19	20	601	Normal
2018	7	14	5	       	19	30	601	Normal
2018	7	14	5	       	19	40	598	Normal
2018	7	14	5	       	19	50	599	Normal
2018	7	14	5	       	20	0	598	Normal
2018	7	14	5	       	20	10	1198	Anomalia
2018	7	14	5	       	20	20	600	Normal
2018	7	14	5	       	20	30	599	Normal
2018	7	14	5	       	20	40	600	Normal
2018	7	14	5	       	20	50	601	Normal
2018	7	14	5	       	21	0	598	Normal
2018	7	14	5	       	21	10	598	Normal
2018	7	14	5	       	21	20	599	Normal
2018	7	14	5	       	21	30	599	Normal
2018	7	14	5	       	21	40	598	Normal
2018	7	14	5	       	21	50	599	Normal
2018	7	14	5	       	22	0	598	Normal
2018	7	14	5	       	22	10	597	Normal
2018	7	14	5	       	22	20	601	Normal
2018	7	14	5	       	22	30	601	Normal
2018	7	14	5	       	22	40	600	Normal
2018	7	14	5	       	22	50	600	Normal
2018	7	14	5	       	23	0	601	Normal
2018	7	14	5	       	23	10	599	Normal
2018	7	14	5	       	23	20	601	Normal
2018	7	14	5	       	23	30	598	Normal
2018	7	14	5	       	23	40	597	Normal
2018	7	14	5	       	23	50	601	Normal
2018	7	15	6	       	0	0	598	Normal
2018	7	15	6	       	0	10	601	Normal
2018	7	15	6	       	0	20	600	Normal
2018	7	15	6	       	0	30	598	Normal
2018	7	15	6	       	0	40	598	Normal
2018	7	15	6	       	0	50	600	Normal
2018	7	15	6	       	1	0	601	Normal
2018	7	15	6	       	1	10	599	Normal
2018	7	15	6	       	1	20	598	Normal
2018	7	15	6	       	1	30	600	Normal
2018	7	15	6	       	1	40	601	Normal
2018	7	15	6	       	1	50	599	Normal
2018	7	15	6	       	2	0	598	Normal
2018	7	15	6	       	2	10	601	Normal
2018	7	15	6	       	2	20	601	Normal
2018	7	15	6	       	2	30	601	Normal
2018	7	15	6	       	2	40	601	Normal
2018	7	15	6	       	2	50	600	Normal
2018	7	15	6	       	3	0	600	Normal
2018	7	15	6	       	3	10	598	Normal
2018	7	15	6	       	3	20	600	Normal
2018	7	15	6	       	3	30	598	Normal
2018	7	15	6	       	3	40	599	Normal
2018	7	15	6	       	3	50	599	Normal
2018	7	15	6	       	4	0	600	Normal
2018	7	15	6	       	4	10	601	Normal
2018	7	15	6	       	4	20	598	Normal
2018	7	15	6	       	4	30	595	Normal
2018	7	15	6	       	4	40	597	Normal
2018	7	15	6	       	4	50	600	Normal
2018	7	15	6	       	5	0	598	Normal
2018	7	15	6	       	5	10	598	Normal
2018	7	15	6	       	5	20	600	Normal
2018	7	15	6	       	5	30	600	Normal
2018	7	15	6	       	5	40	599	Normal
2018	7	15	6	       	5	50	601	Normal
2018	7	15	6	       	6	0	597	Normal
2018	7	15	6	       	6	10	601	Normal
2018	7	15	6	       	6	20	598	Normal
2018	7	15	6	       	6	30	598	Normal
2018	7	15	6	       	6	40	598	Normal
2018	7	15	6	       	6	50	600	Normal
2018	7	15	6	       	7	0	600	Normal
2018	7	15	6	       	7	10	596	Normal
2018	7	15	6	       	7	20	600	Normal
2018	7	15	6	       	7	30	597	Normal
2018	7	15	6	       	7	40	600	Normal
2018	7	15	6	       	7	50	598	Normal
2018	7	15	6	       	8	0	601	Normal
2018	7	15	6	       	8	10	600	Normal
2018	7	15	6	       	8	20	597	Normal
2018	7	15	6	       	8	30	601	Normal
2018	7	15	6	       	8	40	601	Normal
2018	7	15	6	       	8	50	598	Normal
2018	7	15	6	       	9	0	598	Normal
2018	7	15	6	       	9	10	597	Normal
2018	7	15	6	       	9	20	600	Normal
2018	7	15	6	       	9	30	601	Normal
2018	7	15	6	       	9	40	598	Normal
2018	7	15	6	       	9	50	601	Normal
2018	7	15	6	       	10	0	600	Normal
2018	7	15	6	       	10	10	598	Normal
2018	7	15	6	       	10	20	600	Normal
2018	7	15	6	       	10	30	601	Normal
2018	7	15	6	       	10	40	602	Normal
2018	7	15	6	       	10	50	598	Normal
2018	7	15	6	       	11	0	598	Normal
2018	7	15	6	       	11	10	597	Normal
2018	7	15	6	       	11	20	598	Normal
2018	7	15	6	       	11	30	598	Normal
2018	7	15	6	       	11	40	601	Normal
2018	7	15	6	       	11	50	599	Normal
2018	7	15	6	       	12	0	600	Normal
2018	7	15	6	       	12	10	600	Normal
2018	7	15	6	       	12	20	601	Normal
2018	7	15	6	       	12	30	601	Normal
2018	7	15	6	       	12	40	599	Normal
2018	7	15	6	       	12	50	600	Normal
2018	7	15	6	       	13	0	600	Normal
2018	7	15	6	       	13	10	601	Normal
2018	7	15	6	       	13	20	597	Normal
2018	7	15	6	       	13	30	600	Normal
2018	7	15	6	       	13	40	598	Normal
2018	7	15	6	       	13	50	601	Normal
2018	7	15	6	       	14	0	599	Normal
2018	7	15	6	       	14	10	600	Normal
2018	7	15	6	       	14	20	600	Normal
2018	7	15	6	       	14	30	600	Normal
2018	7	15	6	       	14	40	598	Normal
2018	7	15	6	       	14	50	600	Normal
2018	7	15	6	       	15	0	600	Normal
2018	7	15	6	       	15	10	597	Normal
2018	7	15	6	       	15	20	599	Normal
2018	7	15	6	       	15	30	597	Normal
2018	7	15	6	       	15	40	600	Normal
2018	7	15	6	       	15	50	598	Normal
2018	7	15	6	       	16	0	601	Normal
2018	7	15	6	       	16	10	598	Normal
2018	7	15	6	       	16	20	596	Normal
2018	7	15	6	       	16	30	600	Normal
2018	7	15	6	       	16	40	601	Normal
2018	7	15	6	       	16	50	598	Normal
2018	7	15	6	       	17	0	599	Normal
2018	7	15	6	       	17	10	598	Normal
2018	7	15	6	       	17	20	601	Normal
2018	7	15	6	       	17	30	597	Normal
2018	7	15	6	       	17	40	601	Normal
2018	7	15	6	       	17	50	600	Normal
2018	7	15	6	       	18	0	600	Normal
2018	7	15	6	       	18	10	603	Normal
2018	7	15	6	       	18	20	600	Normal
2018	7	15	6	       	18	30	599	Normal
2018	7	15	6	       	18	40	600	Normal
2018	7	15	6	       	18	50	600	Normal
2018	7	15	6	       	19	0	601	Normal
2018	7	15	6	       	19	10	601	Normal
2018	7	15	6	       	19	20	600	Normal
2018	7	15	6	       	19	30	599	Normal
2018	7	15	6	       	19	40	599	Normal
2018	7	15	6	       	19	50	596	Normal
2018	7	15	6	       	20	0	600	Normal
2018	7	15	6	       	20	10	601	Normal
2018	7	15	6	       	20	20	601	Normal
2018	7	15	6	       	20	30	597	Normal
2018	7	15	6	       	20	40	601	Normal
2018	7	15	6	       	20	50	600	Normal
2018	7	15	6	       	21	0	599	Normal
2018	7	15	6	       	21	10	601	Normal
2018	7	15	6	       	21	20	601	Normal
2018	7	15	6	       	21	30	600	Normal
2018	7	15	6	       	21	40	601	Normal
2018	7	15	6	       	21	50	600	Normal
2018	7	15	6	       	22	0	600	Normal
2018	7	15	6	       	22	10	598	Normal
2018	7	15	6	       	22	20	600	Normal
2018	7	15	6	       	22	30	598	Normal
2018	7	15	6	       	22	40	601	Normal
2018	7	15	6	       	22	50	601	Normal
2018	7	15	6	       	23	0	598	Normal
2018	7	15	6	       	23	10	603	Normal
2018	7	15	6	       	23	20	600	Normal
2018	7	15	6	       	23	30	598	Normal
2018	7	15	6	       	23	40	599	Normal
2018	7	15	6	       	23	50	599	Normal
2018	7	16	0	       	0	0	499	Normal
2018	7	16	0	       	0	10	500	Normal
2018	7	16	0	       	0	20	498	Normal
2018	7	16	0	       	0	30	498	Normal
2018	7	16	0	       	0	40	502	Normal
2018	7	16	0	       	0	50	498	Normal
2018	7	16	0	       	1	0	498	Normal
2018	7	16	0	       	1	10	500	Normal
2018	7	16	0	       	1	20	498	Normal
2018	7	16	0	       	1	30	498	Normal
2018	7	16	0	       	1	40	500	Normal
2018	7	16	0	       	1	50	500	Normal
2018	7	16	0	       	2	0	501	Normal
2018	7	16	0	       	2	10	498	Normal
2018	7	16	0	       	2	20	499	Normal
2018	7	16	0	       	2	30	501	Normal
2018	7	16	0	       	2	40	498	Normal
2018	7	16	0	       	2	50	500	Normal
2018	7	16	0	       	3	0	499	Normal
2018	7	16	0	       	3	10	500	Normal
2018	7	16	0	       	3	20	500	Normal
2018	7	16	0	       	3	30	501	Normal
2018	7	16	0	       	3	40	500	Normal
2018	7	16	0	       	3	50	500	Normal
2018	7	16	0	       	4	0	499	Normal
2018	7	16	0	       	4	10	499	Normal
2018	7	16	0	       	4	20	500	Normal
2018	7	16	0	       	4	30	501	Normal
2018	7	16	0	       	4	40	499	Normal
2018	7	16	0	       	4	50	499	Normal
2018	7	16	0	       	5	0	499	Normal
2018	7	16	0	       	5	10	500	Normal
2018	7	16	0	       	5	20	500	Normal
2018	7	16	0	       	5	30	501	Normal
2018	7	16	0	       	5	40	500	Normal
2018	7	16	0	       	5	50	498	Normal
2018	7	16	0	       	6	0	499	Normal
2018	7	16	0	       	6	10	501	Normal
2018	7	16	0	       	6	20	500	Normal
2018	7	16	0	       	6	30	500	Normal
2018	7	16	0	       	6	40	499	Normal
2018	7	16	0	       	6	50	499	Normal
2018	7	16	0	       	7	0	1000	Normal
2018	7	16	0	       	7	10	1001	Normal
2018	7	16	0	       	7	20	1003	Normal
2018	7	16	0	       	7	30	998	Normal
2018	7	16	0	       	7	40	1002	Normal
2018	7	16	0	       	7	50	999	Normal
2018	7	16	0	       	8	0	1002	Normal
2018	7	16	0	       	8	10	998	Normal
2018	7	16	0	       	8	20	999	Normal
2018	7	16	0	       	8	30	998	Normal
2018	7	16	0	       	8	40	1000	Normal
2018	7	16	0	       	8	50	1000	Normal
2018	7	16	0	       	9	0	1000	Normal
2018	7	16	0	       	9	10	995	Normal
2018	7	16	0	       	9	20	999	Normal
2018	7	16	0	       	9	30	1000	Normal
2018	7	16	0	       	9	40	998	Normal
2018	7	16	0	       	9	50	999	Normal
2018	7	16	0	       	10	0	1001	Normal
2018	7	16	0	       	10	10	998	Normal
2018	7	16	0	       	10	20	1002	Normal
2018	7	16	0	       	10	30	1003	Normal
2018	7	16	0	       	10	40	998	Normal
2018	7	16	0	       	10	50	1002	Normal
2018	7	16	0	       	11	0	997	Normal
2018	7	16	0	       	11	10	2004	Anomalia
2018	7	16	0	       	11	20	1004	Normal
2018	7	16	0	       	11	30	998	Normal
2018	7	16	0	       	11	40	999	Normal
2018	7	16	0	       	11	50	997	Normal
2018	7	16	0	       	12	0	1000	Normal
2018	7	16	0	       	12	10	1002	Normal
2018	7	16	0	       	12	20	1000	Normal
2018	7	16	0	       	12	30	1000	Normal
2018	7	16	0	       	12	40	998	Normal
2018	7	16	0	       	12	50	998	Normal
2018	7	16	0	       	13	0	1000	Normal
2018	7	16	0	       	13	10	1001	Normal
2018	7	16	0	       	13	20	1002	Normal
2018	7	16	0	       	13	30	998	Normal
2018	7	16	0	       	13	40	1002	Normal
2018	7	16	0	       	13	50	1001	Normal
2018	7	16	0	       	14	0	998	Normal
2018	7	16	0	       	14	10	999	Normal
2018	7	16	0	       	14	20	997	Normal
2018	7	16	0	       	14	30	997	Normal
2018	7	16	0	       	14	40	1000	Normal
2018	7	16	0	       	14	50	997	Normal
2018	7	16	0	       	15	0	1001	Normal
2018	7	16	0	       	15	10	1003	Normal
2018	7	16	0	       	15	20	1003	Normal
2018	7	16	0	       	15	30	996	Normal
2018	7	16	0	       	15	40	997	Normal
2018	7	16	0	       	15	50	999	Normal
2018	7	16	0	       	16	0	998	Normal
2018	7	16	0	       	16	10	1000	Normal
2018	7	16	0	       	16	20	999	Normal
2018	7	16	0	       	16	30	997	Normal
2018	7	16	0	       	16	40	1003	Normal
2018	7	16	0	       	16	50	999	Normal
